Source.IP,Destination.IP,Source.Port,Destination.Port,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Flow.Bytes.s,ProtocolName
192.168.90.72,10.200.7.7,50642,3128,5574438,15,44,1623.4820442886,HTTP_PROXY
192.168.90.77,10.200.7.9,52486,3128,4813,6,22,4439227.09328901,WINDOWS_UPDATE
192.168.90.83,10.200.7.8,50142,3128,72948,9,21,303750.616877776,HTTP_PROXY
192.168.90.89,10.200.7.5,50977,3128,75126951,6,35,21.8030943383,HTTP_PROXY
192.168.90.90,10.200.7.6,52637,3128,1732431,64,251,201238.606328333,HTTP_PROXY
192.168.90.91,10.200.7.5,52868,3128,10923066,7,34,202.6903435354,GOOGLE
192.168.90.93,10.200.7.4,50596,3128,90126746,7,35,18.1855006726,HTTP_PROXY
192.168.90.94,10.200.7.9,52050,3128,90015815,3,15,0.1999648617,HTTP_PROXY
192.168.90.99,10.200.7.5,52520,3128,90003493,3,15,0.1999922381,HTTP_PROXY
192.173.28.35,10.200.7.196,80,50952,119347578,541,533,6650.6251178386,HTTP
192.173.28.35,10.200.7.195,80,46173,119996907,405,420,5042.2799647661,HTTP
199.16.156.52,10.200.7.218,443,44895,4164143,34,18,4416.2748493508,TWITTER
199.16.156.52,10.200.7.196,443,45834,7066144,12,12,694.4381546711,TWITTER
199.96.57.6,10.200.7.199,443,36426,4155839,3,8,833.5260340932,TWITTER
200.25.59.96,10.200.7.194,8084,35425,3868226,2,2,263.1697320684,HTTP
204.69.221.33,10.200.7.195,80,55187,59817771,3,4,27.3497319049,HTTP
208.80.54.40,10.200.7.199,80,39064,119830281,355,502,4928.1032729949,HTTP
208.80.54.40,10.200.7.194,80,51355,119913515,336,317,5143.3401814633,HTTP
216.58.202.230,10.200.7.196,443,52701,2958924,10,8,223.7299775189,GOOGLE
216.58.202.231,10.200.7.196,443,59153,16682131,6,7,287.7929684163,GMAIL
216.58.202.231,10.200.7.194,443,39133,21598622,5,6,45.8825567668,GMAIL
216.58.212.163,10.200.7.195,80,52950,60235092,2,2,5.1797048803,GOOGLE
216.58.222.102,10.200.7.195,443,60655,2387112,71,71,57719.1183321101,GOOGLE
216.58.222.102,10.200.7.199,443,57368,81905963,6,5,3.2232085471,GOOGLE
216.58.222.109,10.200.7.194,443,43380,62482341,149,141,3594.0714833332,GOOGLE
216.58.222.109,10.200.7.218,443,48591,32820209,45,39,343.5078673631,GOOGLE
216.58.222.109,10.200.7.199,443,35643,442510,6,4,8585.1167205261,GOOGLE
216.58.222.109,10.200.7.217,443,57556,73478901,143,121,1408.0368458423,GOOGLE
216.58.222.200,10.200.7.194,443,53772,33004123,33,27,712.517039159,GOOGLE
216.58.222.70,10.200.7.195,443,47629,730624,5,6,1301.6271023125,GOOGLE
216.58.222.70,10.200.7.196,443,50462,68391212,21,9,438.082600437,GOOGLE
216.58.222.70,10.200.7.217,443,54468,238,2,5,529411.764705882,GOOGLE
216.58.222.70,10.200.7.218,443,40798,61,3,0,2065573.7704918,GOOGLE
216.58.222.99,10.200.7.218,443,36596,73047452,44,42,76.8267728216,GOOGLE
23.2.12.111,10.200.7.196,443,59206,43583768,9,10,137.5970980756,SSL
23.9.53.63,10.200.7.199,443,37701,16662212,395,206,66992.9658799204,MICROSOFT
23.9.57.204,10.200.7.199,443,41339,8392617,7,11,550.602988317,SSL
31.13.73.2,10.200.7.218,443,59856,1,2,0,31000000.0,FACEBOOK
31.13.73.7,10.200.7.217,443,36694,30011058,3,5,14.1281257062,FACEBOOK
40.114.54.223,10.200.7.194,80,51027,4517248,1,2,86.7784987674,HTTP
40.117.145.132,10.200.7.217,443,33500,62972058,11,14,186.9400552226,SKYPE
40.117.96.104,10.200.7.217,443,36690,4666610,5,8,660.4365910157,SSL
40.77.16.143,10.200.7.218,443,60363,119442072,10,10,42.3803766566,SSL
50.97.149.90,10.200.7.218,443,33073,555,2,5,55855.8558558559,SSL
52.6.242.93,10.200.7.218,443,58898,1764,4,5,469387.755102041,AMAZON
63.241.108.103,10.200.7.217,443,59775,491657,10,13,13118.9019987512,SSL
64.233.186.156,10.200.7.217,443,56880,29794750,24,27,398.7279638191,GOOGLE
65.52.108.154,10.200.7.194,443,36056,1121643,5,8,4713.6210006214,MICROSOFT
65.52.108.74,10.200.7.196,443,38401,93550221,5,6,22.8967925153,SSL
65.52.210.135,10.200.7.194,443,60522,1654579,11,14,16565.5432590405,SSL
65.55.252.167,10.200.7.199,443,40359,5223196,4,4,282.5856046758,SSL
65.55.252.167,10.200.7.194,443,60282,33346961,2,3,38.3543196035,SSL
65.55.252.169,10.200.7.199,443,39917,83192917,7,6,61.3994578409,SSL
65.55.44.108,10.200.7.195,443,36262,75445959,4,7,64.7615865019,MICROSOFT
68.180.134.8,10.200.7.195,443,43963,48024,1,3,10765.4506080293,YAHOO
68.67.178.137,10.200.7.195,443,40322,10244484,10,9,957.9789474999,SSL
68.67.178.170,10.200.7.218,443,52042,5186242,16,17,2855.6322670635,SSL
68.67.178.230,10.200.7.194,80,39678,1004950,5,4,4516.6426190358,HTTP
69.172.216.55,10.200.7.196,80,50803,470768,12,15,40164.1572919145,HTTP
69.172.216.55,10.200.7.218,80,44979,481978,14,26,40225.9024270817,HTTP
72.30.202.150,10.200.7.196,443,51583,915659,6,8,6538.4602783351,YAHOO
72.30.3.43,10.200.7.196,443,35245,6969325,4,5,303.6162038648,SSL
74.113.233.187,10.200.7.217,80,46422,1,2,0,196000000.0,HTTP
74.119.118.66,10.200.7.195,443,59899,1190334,5,6,4198.8215072408,SSL
74.119.118.86,10.200.7.195,443,56529,2217077,34,27,22224.7580936521,SSL
74.119.118.86,10.200.7.217,443,49254,20526776,170,110,13187.799194574,SSL
74.125.26.188,10.200.7.194,5228,47168,63099421,2,2,13.5817411066,GOOGLE
74.125.26.188,10.200.7.199,5228,49439,16114416,2,2,53.9268689601,GOOGLE
74.217.253.61,10.200.7.217,443,49963,1168500,10,12,7627.7278562259,SSL
8.43.72.22,10.200.7.195,443,56951,1019584,12,11,12728.7207331618,SSL
88.99.56.130,10.200.7.218,443,44915,1,2,0,37000000.0,SSL
91.228.166.149,10.200.7.217,80,53158,711919,10,7,4097.376246455,HTTP
91.228.166.149,10.200.7.194,80,53971,422413,2,4,485.3070336377,HTTP
91.228.167.145,10.200.7.218,80,41203,15140,2,3,29062.0871862616,HTTP
96.43.151.80,10.200.7.217,443,46849,184350,16,12,17374.5592622729,SSL
96.7.1.2,10.200.7.199,80,50111,59965997,3,4,18.7939841974,HTTP
96.7.4.174,10.200.7.196,443,48274,55909,6,6,86032.6602157077,SSL
96.7.4.174,10.200.7.218,443,37758,356980,12,12,28819.5417110202,SSL
96.7.9.110,10.200.7.194,443,52774,31758758,7,8,238.800270464,MICROSOFT
98.138.49.44,10.200.7.218,443,55362,635123,14,17,16174.8196805973,YAHOO
98.138.81.72,10.200.7.196,443,56899,797649,11,15,7488.2561126511,YAHOO
10.200.7.194,104.244.43.176,50850,443,3761263,8,4,1993.4793179844,TWITTER
10.200.7.194,216.58.202.243,47853,443,1594992,16,14,5138.5837671913,SSL
10.200.7.194,104.208.156.39,54618,443,6990106,7,4,419.0208274381,SSL
10.200.7.194,74.217.253.60,38339,80,4541077,4,4,299.9288494778,HTTP
10.200.7.194,151.101.64.84,32848,80,181340,5,3,8608.1394066395,HTTP
10.200.7.194,157.55.235.160,52401,443,76777930,8,8,9.5209652045,SKYPE
10.200.7.194,8.43.72.21,58564,80,59410764,5,2,18.8349707134,HTTP
10.200.7.194,205.251.72.175,59915,80,65041374,7,4,27.3825703621,HTTP
10.200.7.194,104.244.46.103,52784,443,9524878,14,25,6920.7185645842,TWITTER
10.200.7.194,151.101.130.49,58805,80,59660838,6,5,49.194749829,HTTP
10.200.7.194,169.55.74.49,43049,443,117591307,17,10,7.4495302616,SSL
10.200.7.194,195.190.79.241,50962,80,5903740,8,8,1314.4210280263,HTTP
10.200.7.194,216.58.219.67,44890,443,78337620,17,22,20.1818743025,GOOGLE
10.200.7.194,172.217.29.78,42854,80,59955443,5,2,6.2713238563,GOOGLE
10.200.7.194,98.138.252.38,48443,443,10088786,11,9,137.4793756157,YAHOO
10.200.7.194,157.55.109.224,60091,443,3234970,8,7,3024.4484492901,SSL
10.200.7.194,68.67.180.143,47471,443,10240651,6,4,69.2338797602,SSL
10.200.7.194,216.58.219.69,43215,443,46758378,127,209,4067.5063621754,GMAIL
10.200.7.194,169.55.74.42,51865,443,630257,12,9,9710.3245184107,WHATSAPP
10.200.7.194,98.138.199.240,55000,443,1739266,8,7,3189.2763959049,YAHOO
10.200.7.194,104.244.46.135,54204,443,4196349,6,3,171.1011167088,TWITTER
10.200.7.194,162.208.22.34,42694,443,11030954,8,5,446.0176336516,SSL
10.200.7.194,76.13.28.196,53529,443,1590957,12,9,4520.549581164,YAHOO
10.200.7.194,77.234.44.23,48777,80,82444555,7,6,18.4245035952,HTTP_DOWNLOAD
10.200.7.194,172.217.17.99,39858,443,1376462,12,10,1498.0435348015,GOOGLE
10.200.7.195,151.101.32.246,55136,443,10249058,52,75,15035.1378634017,SSL
10.200.7.195,109.232.197.110,59387,443,752144,7,8,8939.7774894169,SSL
10.200.7.195,50.31.164.173,58748,443,3262168,7,6,1080.5697315405,SSL
10.200.7.195,173.194.27.187,52191,443,8633200,8,4,166.4504471112,YOUTUBE
10.200.7.195,50.97.149.90,56851,443,796977,8,4,5683.9783331263,SSL
10.200.7.195,108.174.10.19,39331,443,53208864,8,6,70.8904441185,SSL
10.200.7.195,169.55.74.56,48532,443,111130471,14,7,5.228089063,SSL
10.200.7.195,104.244.42.129,54756,443,116265216,70,72,572.8454501818,TWITTER
10.200.7.195,72.246.211.25,56056,443,1349587,8,6,3813.0183530221,SSL
10.200.7.195,216.58.219.69,42391,443,33758980,15,12,73.9358831339,GMAIL
10.200.7.195,10.200.1.44,41840,80,861662,157,202,244071.341198753,HTTP
10.200.7.195,54.239.17.113,42192,80,66816762,12,11,59.865217653,AMAZON
10.200.7.195,169.55.70.227,55609,443,1871742,14,14,8204.6564109797,SSL
10.200.7.195,52.23.27.146,49318,443,60497621,7,8,76.8955856958,SSL
10.200.7.195,40.97.132.194,38151,443,27497215,11,9,512.3427954431,SSL
10.200.7.195,104.20.61.49,58115,443,24817049,14,10,232.9446986223,SSL
10.200.7.195,52.204.205.224,41124,80,5518590,17,17,1904.4719756315,AMAZON
10.200.7.196,104.91.156.236,43300,80,12163,3,3,13730.1652552824,HTTP
10.200.7.196,151.101.0.175,53711,443,6524661,6,3,111.5766780834,SSL
10.200.7.196,104.20.123.36,45707,80,47529143,18,37,1519.1521547106,CLOUDFLARE
10.200.7.196,131.253.61.66,52330,443,406738,7,4,9512.2658812307,SSL
10.200.7.196,169.55.69.157,49861,443,119438416,22,17,18.6874547968,SSL
10.200.7.196,104.16.53.4,41356,80,54999877,12,11,269.5278754896,CLOUDFLARE
10.200.7.196,199.187.193.2,38446,80,62240879,29,31,500.3624707807,HTTP
10.200.7.196,104.244.42.193,54651,443,98683710,12,13,163.927764775,TWITTER
10.200.7.196,138.108.6.20,53382,80,5215830,4,4,260.1695223962,HTTP
10.200.7.196,23.199.240.54,47776,80,91329,3,3,1828.5539094921,HTTP
10.200.7.196,216.58.219.69,57556,443,9129412,17,13,452.2744728795,GMAIL
10.200.7.196,130.14.29.110,58901,443,2613127,21,26,11893.0308400625,SSL
10.200.7.196,104.244.43.241,44517,443,5151817,11,6,1201.1296208697,TWITTER
10.200.7.196,173.194.27.155,42894,443,6847666,704,634,209868.880871234,YOUTUBE
10.200.7.196,151.101.0.68,32785,80,59811620,5,4,34.0234890812,HTTP
10.200.7.196,23.9.57.74,39643,80,59688320,6,5,99.5839722076,HTTP
10.200.7.196,68.67.178.137,57635,443,10374785,7,8,990.1891942821,SSL
10.200.7.196,134.170.58.118,53619,443,506012,9,7,10918.7133901963,WINDOWS_UPDATE
10.200.7.196,199.83.135.133,34201,443,84537011,11,9,91.4037521388,SSL
10.200.7.196,31.13.73.52,44131,443,24291053,16,18,1040.5888950141,INSTAGRAM
10.200.7.196,172.217.20.99,46607,443,38603350,19,15,146.7748265371,GOOGLE
10.200.7.196,68.67.178.197,38164,443,5434234,10,7,1244.3336080117,SSL
10.200.7.196,107.178.255.114,40035,443,10285373,8,6,351.1783189584,SSL
10.200.7.196,200.25.59.96,50900,8084,3821356,40,44,19380.5549653055,HTTP
10.200.7.196,108.174.11.65,35214,443,54082988,17,19,110.2379920281,SSL
10.200.7.196,199.38.164.54,48998,80,180807,4,4,16725.016177471,HTTP
10.200.7.196,65.55.118.92,37118,443,61695483,13,12,111.7747955713,SSL
10.200.7.196,151.101.64.175,52188,443,252482,8,4,35123.2959181249,SSL
10.200.7.199,138.197.63.211,36338,80,271893,3,4,4049.3870750626,HTTP
10.200.7.199,151.101.33.133,49353,443,24578080,6,3,29.6198889417,SSL
10.200.7.199,151.101.64.84,57424,80,59734578,6,4,27.4213036208,HTTP
10.200.7.199,74.119.117.91,41469,443,767923,10,6,6468.0964107078,SSL
10.200.7.199,192.227.243.230,36345,80,5262780,4,4,149.5407370249,HTTP
10.200.7.199,129.144.51.227,50979,80,179324,3,4,6022.6182775312,HTTP
10.200.7.199,74.217.253.60,55559,80,4389493,4,4,302.9962685896,HTTP
10.200.7.199,216.58.219.69,37898,443,1434883,20,14,4045.6260196824,GMAIL
10.200.7.199,199.83.135.133,43278,443,22258533,11,6,141.3839806963,SSL
10.200.7.199,96.7.7.29,56666,443,154301,8,4,20835.8986655952,SSL
10.200.7.199,104.19.194.102,42274,443,424289,9,7,9929.5527341034,SSL
10.200.7.199,200.25.59.96,45512,8081,20099153,16,13,593.8558704439,HTTP
10.200.7.199,169.55.70.149,44998,80,15186186,6,6,312.65256464,HTTP
10.200.7.199,195.190.79.241,52075,80,483428,5,3,1698.2880594422,HTTP
10.200.7.199,104.20.89.174,40524,80,49856459,31,19,581.8303301484,CLOUDFLARE
10.200.7.199,54.237.238.206,39015,80,1746473,14,9,7245.4598496513,AMAZON
10.200.7.199,93.184.216.16,58394,80,59376162,5,3,38.7024004684,HTTP
10.200.7.199,199.187.193.1,37555,80,74467711,11,11,92.4158928425,HTTP
10.200.7.199,72.30.196.161,59346,443,448302,10,8,11893.7680402943,YAHOO
10.200.7.199,98.138.81.73,52882,443,187045,4,1,1085.3003287979,YAHOO
10.200.7.199,151.101.128.68,48295,443,2344006,14,8,2308.8678100653,SSL
10.200.7.199,66.196.116.112,58616,443,3479783,12,8,1511.0137614903,YAHOO
10.200.7.199,209.225.49.115,34454,80,28860855,4,2,38.87618714,HTTP
10.200.7.199,104.244.43.176,49771,443,322339,9,3,7287.3589605974,TWITTER
10.200.7.199,208.80.54.40,50064,80,119923442,786,516,6359.0736496706,HTTP
10.200.7.199,98.138.252.38,43851,443,99342276,51,38,383.311129292,YAHOO
10.200.7.199,216.33.197.57,40308,80,111440021,9,12,65.4073817879,HTTP
10.200.7.199,216.33.197.115,35088,80,1055,3,2,1080568.72037915,HTTP
10.200.7.199,108.174.10.19,33756,443,7512038,81,56,10392.9186726691,SSL
10.200.7.199,104.16.76.166,49578,443,57220,8,6,72579.5176511709,SSL
10.200.7.217,131.253.61.100,37477,443,701204,13,12,23297.0718934861,SSL
10.200.7.217,173.194.27.155,44582,443,4460741,9,8,396.3467056258,YOUTUBE
10.200.7.217,134.170.58.118,41855,443,2408949,21,13,4781.7533704533,WINDOWS_UPDATE
10.200.7.217,40.97.85.98,59896,443,7486581,142,194,44411.0602690334,SSL
10.200.7.217,151.101.128.134,36050,443,15020213,19,10,806.5797735358,SSL
10.200.7.217,96.43.151.208,44978,443,376937,14,19,22897.7256146253,SSL
10.200.7.217,107.182.233.159,47959,80,61075344,74,116,3839.6509072466,HTTP
10.200.7.217,216.58.219.69,44241,443,4181396,73,79,24330.3910942661,GMAIL
10.200.7.217,158.85.224.172,43355,443,119644055,32,21,16.4237161637,SSL
10.200.7.217,157.55.109.224,33368,443,1065716,24,21,26416.0432985899,MS_ONE_DRIVE
10.200.7.217,91.190.219.145,58778,443,2955890,23,17,5351.3493397928,SKYPE
10.200.7.217,66.175.96.22,34047,80,1609982,40,72,21581.6077446829,HTTP
10.200.7.217,212.53.139.41,48299,443,102490427,28,28,156.7170756348,SSL
10.200.7.217,173.194.27.169,53701,80,505147,14,11,24606.698644157,GOOGLE
10.200.7.218,104.40.17.139,35227,443,1083610,24,14,11005.8046714224,MICROSOFT
10.200.7.218,31.13.73.49,46666,443,132314,9,8,42746.7992804994,WHATSAPP
10.200.7.218,104.244.43.176,37904,80,10383424,8,7,192.9999198723,TWITTER
10.200.7.218,23.9.57.74,51566,80,63364,5,4,26639.73234013,HTTP
10.200.7.218,208.93.230.202,59872,8080,41720348,102,93,234.4419562368,HTTP
10.200.7.218,68.67.178.196,52447,80,11871070,54,70,4996.8536955809,HTTP
10.200.7.218,192.150.19.174,45268,443,1018317,45,63,55496.4711381623,SSL
10.200.7.218,65.52.108.136,44318,443,899853,18,14,15931.4910324242,MICROSOFT
10.200.7.218,91.216.63.240,57044,80,5517496,6,7,292.5240000174,HTTP
10.200.7.218,216.58.222.110,51785,80,59588145,9,6,57.8974223816,GOOGLE
10.200.7.218,205.251.72.175,47343,80,60092578,9,4,17.2400658198,HTTP
10.200.7.218,74.86.208.240,44119,443,118919016,41,16,273.5727312106,SSL
10.200.7.218,131.253.61.100,57789,443,739973,14,10,15488.402955243,SSL
10.200.7.218,107.20.210.61,56145,443,61518144,22,20,107.6755501596,SSL
10.200.7.218,173.194.27.155,46709,443,2277008,295,359,267060.106947363,YOUTUBE
10.200.7.218,216.58.219.69,55942,443,807832,26,23,8522.8116737143,GMAIL
10.200.7.218,200.25.59.96,43933,8081,261625,27,20,95029.1447682752,HTTP
10.200.7.218,104.244.46.231,51324,443,19826229,40,67,6122.8486768714,TWITTER
10.200.7.218,172.217.29.73,55702,443,1281998,32,35,10792.528537486,SSL
10.200.7.218,169.55.69.156,47503,443,74848994,53,37,155.3527893775,WHATSAPP
10.200.7.218,192.173.28.37,53116,443,687596,15,17,14272.9160728102,SSL
10.200.7.4,192.168.81.29,3128,62018,1102665,1,2,808.0423338004,HTTP
10.200.7.4,192.168.32.84,3128,52261,2,2,0,6000000.0,HTTP
10.200.7.4,192.168.220.156,3128,49429,64,2,0,187500.0,HTTP
10.200.7.4,192.168.90.94,3128,55764,13,2,0,923076.923076923,HTTP
10.200.7.4,192.168.90.46,3128,49156,20,2,0,600000.0,HTTP
10.200.7.4,192.168.122.68,3128,4487,217057,2,0,55.2850172996,HTTP_PROXY
10.200.7.4,192.168.150.11,3128,61095,112687999,214,31,118.8946482225,HTTP_PROXY
10.200.7.4,192.168.72.73,3128,49339,108310828,224,165,2092.5147022235,HTTP_PROXY
10.200.7.4,192.168.142.55,3128,53104,95542658,103,16,118.14617927,HTTP_PROXY
10.200.7.4,192.168.220.171,3128,1568,115061078,93,12,98.8083911399,HTTP_PROXY
10.200.7.4,192.168.10.20,3128,49326,111453616,136,21,171.9280243003,HTTP_PROXY
10.200.7.4,192.168.10.41,3128,49189,32,2,0,375000.0,HTTP
10.200.7.4,192.168.102.13,3128,62687,109276791,12,13,56.5627883418,HTTP_PROXY
10.200.7.4,192.168.40.9,3128,50999,114335385,25,5,13.1192981071,HTTP_PROXY
10.200.7.4,192.168.72.42,3128,51313,105726775,25,18,37.4834094769,HTTP_PROXY
10.200.7.4,192.168.10.55,3128,56362,98430971,45,8,66.5847337826,HTTP_PROXY
10.200.7.4,192.168.220.104,3128,50935,108023044,25,5,14.1636445646,HTTP_PROXY
10.200.7.4,192.168.180.22,3128,60008,68844587,29,3,96.3183931948,HTTP_PROXY
10.200.7.4,192.168.72.51,3128,35296,9877500,12,8,282.5613768666,HTTP_PROXY
10.200.7.4,192.168.32.40,3128,53525,77779157,20,2,59.784654133,HTTP_PROXY
10.200.7.4,192.168.60.79,3128,49396,89423595,3,1,14.1797027954,HTTP_PROXY
10.200.7.4,192.168.10.125,3128,54612,2,3,0,170000000.0,HTTP
10.200.7.4,192.168.127.51,3128,1052,739947,9,8,12775.2393076801,HTTP_PROXY
10.200.7.4,192.168.220.102,3128,50446,1,2,0,12000000.0,HTTP
10.200.7.4,192.168.41.53,3128,61847,1,2,0,827000000.0,HTTP
10.200.7.4,192.168.72.91,3128,50086,9617001,3,4,65.0930575966,HTTP
10.200.7.4,192.168.42.102,3128,59208,1,2,0,324000000.0,HTTP
10.200.7.4,192.168.42.11,3128,51158,119,3,0,2773109.24369748,HTTP
10.200.7.4,192.168.180.103,3128,49158,306,2,0,39215.6862745098,HTTP
10.200.7.4,10.230.1.240,3128,59066,45273731,20,17,228.4326864954,HTTP
10.200.7.4,10.230.1.200,3128,1835,3170,1,1,3785.4889589905,HTTP
10.200.7.4,192.168.72.66,3128,49693,90281341,18,13,25.9189769899,GOOGLE
10.200.7.4,192.168.29.56,3128,57113,12,2,0,1000000.0,HTTP
10.200.7.4,192.168.72.44,3128,3637,181,2,0,337016.574585635,HTTP
10.200.7.4,192.168.131.29,3128,59145,1,3,0,132000000.0,HTTP
10.200.7.4,192.168.40.3,3128,35284,5,3,0,25200000.0,HTTP_PROXY
10.200.7.4,192.168.60.75,3128,58302,424,1,1,28301.8867924528,HTTP
10.200.7.5,192.168.10.15,3128,51016,2423046,123,28,79832.161667587,HTTP
10.200.7.5,192.168.90.103,3128,51796,1,2,0,12000000.0,HTTP
10.200.7.5,192.168.42.5,3128,50260,3,2,0,4000000.0,HTTP
10.200.7.5,192.168.10.12,3128,55852,65,2,0,184615.384615385,HTTP
10.200.7.5,192.168.10.104,3128,59610,1,2,0,12000000.0,HTTP
10.200.7.5,192.168.180.29,3128,58268,190,6,0,1689473.68421053,HTTP_PROXY
10.200.7.5,192.168.10.78,3128,50471,1,2,0,12000000.0,HTTP_PROXY
10.200.7.5,192.168.10.47,3128,53440,1,2,0,12000000.0,HTTP_PROXY
10.200.7.5,192.168.10.39,3128,50177,40,2,0,300000.0,HTTP
10.200.7.5,192.168.90.141,3128,51636,1,2,0,12000000.0,SKYPE
10.200.7.5,192.168.10.41,3128,49174,1,3,0,640000000.0,HTTP
10.200.7.5,10.230.1.50,3128,61280,9611342,14,12,813.518029012,HTTP
10.200.7.5,192.168.220.10,3128,56142,1,2,0,12000000.0,HTTP
10.200.7.5,192.168.90.94,3128,55006,105194660,21,5,12.2629798889,HTTP_PROXY
10.200.7.5,192.168.81.11,3128,49313,112814891,5,5,2.5262622467,HTTP_PROXY
10.200.7.5,192.168.90.85,3128,55775,110127376,40,8,24.7713157172,HTTP_PROXY
10.200.7.5,192.168.29.56,3128,55981,105176509,4,5,2.5671131564,HTTP_PROXY
10.200.7.5,192.168.40.38,3128,59158,1,2,0,415000000.0,HTTP
10.200.7.5,192.168.220.191,3128,64062,118987144,24,6,28.2467490774,HTTP_PROXY
10.200.7.5,192.168.55.2,3128,49283,83638387,22,3,70.4222093618,HTTP_PROXY
10.200.7.5,192.168.220.176,3128,59198,108139871,40,8,26.9743247613,HTTP_PROXY
10.200.7.5,192.168.40.3,3128,45430,90329073,79,14,58.4861531791,GOOGLE
10.200.7.5,192.168.130.5,3128,55792,1,2,0,12000000.0,HTTP
10.200.7.5,192.168.60.218,3128,59773,80269379,4,4,29.8744057806,HTTP_PROXY
10.200.7.5,192.168.10.74,3128,61788,3,2,0,1982333333.33333,HTTP
10.200.7.5,192.168.180.134,3128,49381,26,2,0,461538.461538462,HTTP_PROXY
10.200.7.5,192.168.42.30,3128,63490,9,2,0,1333333.33333333,HTTP
10.200.7.5,192.168.81.25,3128,49482,497069,8,5,6367.3252606781,HTTP
10.200.7.5,192.168.42.102,3128,59227,61,2,0,196721.31147541,HTTP
10.200.7.5,192.168.72.110,3128,50200,13,1,1,923076.923076923,HTTP
10.200.7.5,10.230.1.5,3128,55792,29,2,0,413793.103448276,HTTP
10.200.7.5,192.168.29.41,3128,58904,27,2,0,444444.444444444,HTTP
10.200.7.5,192.168.60.45,3128,63629,67286094,1,2,0.2675144139,HTTP
10.200.7.5,192.168.90.54,3128,49967,1,2,0,12000000.0,HTTP_PROXY
10.200.7.6,192.168.90.147,3128,61071,63,2,0,190476.19047619,HTTP
10.200.7.6,192.168.10.61,3128,50682,1,3,0,678000000.0,HTTP
10.200.7.6,192.168.180.22,3128,60323,1,2,0,12000000.0,HTTP
10.200.7.6,192.168.90.131,3128,54194,1,2,0,12000000.0,HTTP
10.200.7.6,192.168.72.94,3128,60869,2948872,10,10,2944.5157334737,HTTP
10.200.7.6,192.168.90.102,3128,56242,27,2,0,444444.444444444,HTTP
10.200.7.6,192.168.10.105,3128,50814,109872498,162,29,148.4902982728,HTTP_PROXY
10.200.7.6,192.168.90.143,3128,53598,1,2,0,12000000.0,HTTP
10.200.7.6,192.168.60.79,3128,49356,96496548,10,7,16.9436112886,HTTP_PROXY
10.200.7.6,192.168.72.49,3128,50105,112536132,8,7,8.7438583725,HTTP_PROXY
10.200.7.6,192.168.32.117,3128,61321,32,2,0,375000.0,HTTP
10.200.7.6,192.168.112.13,3128,45250,100498149,13,9,13.353479774,HTTP_PROXY
10.200.7.6,192.168.220.162,3128,64233,116059707,137,26,146.5107955167,HTTP_PROXY
10.200.7.6,192.168.10.137,3128,49906,98798314,45,6,92.1371998312,HTTP_PROXY
10.200.7.6,192.168.220.187,3128,50038,116578653,64,9,34.3115990541,HTTP_PROXY
10.200.7.6,192.168.55.2,3128,49297,90184797,64,14,64.8557206377,HTTP
10.200.7.6,192.168.220.186,3128,56668,114765902,107,20,460.0146827583,HTTP_PROXY
10.200.7.6,192.168.180.31,3128,49433,119811360,45,6,84.6080037819,HTTP_PROXY
10.200.7.6,192.168.180.77,3128,1682,82,2,0,146341.463414634,HTTP_PROXY
10.200.7.6,192.168.220.158,3128,49703,63,2,0,190476.19047619,HTTP
10.200.7.6,192.168.32.17,3128,50428,92,2,0,130434.782608696,HTTP
10.200.7.6,192.168.41.15,3128,59855,252,2,0,47619.0476190476,HTTP
10.200.7.6,192.168.10.2,3128,49375,864,1,2,20833.3333333333,HTTP
10.200.7.6,192.168.10.9,3128,55312,5,6,0,1960600000.0,HTTP
10.200.7.6,192.168.90.104,3128,1900,311,2,0,38585.2090032154,HTTP
10.200.7.6,10.230.1.14,3128,50600,9717,4,2,46722.2393742925,HTTP
10.200.7.6,192.168.72.75,3128,49851,473,1,1,25369.978858351,HTTP
10.200.7.6,192.168.60.44,3128,49158,673,1,1,17830.6092124814,HTTP
10.200.7.6,192.168.32.9,3128,51105,3,3,0,44000000.0,HTTP
10.200.7.6,192.168.90.88,3128,51486,110198807,13,5,7.3503518055,HTTP
10.200.7.7,192.168.220.52,3128,2556,495,2,0,24242.4242424242,HTTP
10.200.7.7,192.168.180.31,3128,49715,44,2,0,272727.272727273,HTTP_PROXY
10.200.7.7,192.168.90.150,3128,1506,88,5,0,36375000.0,HTTP
10.200.7.7,192.168.142.63,3128,56701,109,2,0,110091.743119266,HTTP
10.200.7.7,192.168.150.18,3128,50828,252,2,0,47619.0476190476,HTTP
10.200.7.7,192.168.10.10,3128,51040,126,2,0,95238.0952380952,HTTP
10.200.7.7,192.168.60.39,3128,51066,5227046,78,846,27760.2301567654,WINDOWS_UPDATE
10.200.7.7,192.168.90.109,3128,54382,1,2,0,12000000.0,HTTP_PROXY
10.200.7.7,192.168.90.138,3128,54036,102633320,18,10,40.1039350573,HTTP_PROXY
10.200.7.7,192.168.90.99,3128,55641,104701117,28,14,30.4103727948,HTTP_PROXY
10.200.7.7,192.168.142.68,3128,58122,108413356,174,70,448.7454479317,HTTP_PROXY
10.200.7.7,192.168.40.3,3128,54548,110958179,30,16,20.7105057122,HTTP_PROXY
